식품명,에너지(kcal)
아이스크림_티라미수 젤라또,207
아이스크림_프룻포레스트 요거트 아이스크림,180
아이스크림_플레인 밀크 아이스크림,79
아이스크림_플레인 요거트 아이스크림(2인),170
아이스크림_플레인 요거트 아이스크림,168
아이스크림_피넛버터 & 젤리 젤라또,202
아이스크림_피스타치오아몬드 아이스크림,263
아이스크림_한입 요거트 딸기,153
아이스크림_한입 요거트 망고,155
아이스크림_한입 요거트 복숭아,181
아이스크림_한입 요거트 트로피칼,181
아이스크림_한입 요거트 파인애플,176
아이스크림_허니 레몬 젤라또,129
아이스크림_헤이즐넛초콜렛 젤라또,193
아이스크림_호키포키 바닐라 아이스크림,121
아이스크림_홍시 아이스드림,176
아이스크림_화이트초콜릿라즈베리 아이스크림,114
아이스크림_31 올스타 아이스크림,253
아이스크림_구름 속 시나모롤 아이스크림,233
아이스크림_그릭요거트,135
아이스크림_녹차 아이스크림,313
아이스크림_뉴욕치즈케이크아츄,382
아이스크림_다크 초코 나이트 아이스크림,302
아이스크림_데코콘 아이스크림,323
아이스크림_디노 젤리 아이스크림,223
아이스크림_라이언망고 마카롱 아이스크림,195
아이스크림_러브미 아이스크림,217
아이스크림_레드 라즈베리 소르베 아이스크림,129
아이스크림_레인보우샤베트 아이스크림,141
아이스크림_리얼초콜릿오버로드 요거트아이스크림,232
아이스크림_마법사의 할로윈 아이스크림,254
아이스크림_마시는 요거트,65
아이스크림_망고 아이스크림,136
아이스크림_메이플아츄,296
아이스크림_멜론멍키카바나나 요거트아이스크림,93
아이스크림_몬스터 아이스크림,166
아이스크림_바나나쥬빌레 아이스크림,217
아이스크림_바닐라아몬드 크런치 아이스크림,218
아이스크림_벅스 버니버니 당근당근 아이스크림,227
아이스크림_벌집꿀허니넛 요거트아이스크림,209
아이스크림_블랙 소르베 아이스크림,122
아이스크림_블루베리 아이스크림,149
아이스크림_사랑에 빠진 딸기 아이스크림,254
아이스크림_소소한행복 그릭요거트,147
아이스크림_소프트 아이스크림,139
아이스크림_수퍼 펭귄 시리얼 아이스크림,262
아이스크림_스트로베리파라다이스 요거트아이스크림,119
아이스크림_시나몬그래그래바나밤 요거트아이스크림,145
아이스크림_시카고팝콘 아이스크림,232
아이스크림_싱가포르의아침 그릭요거트,164
아이스크림_아이스 노티드 우유 생크림 아이스크림,236
아이스크림_아이스 노티드 클래식 바닐라 아이스크림,196
아이스크림_아이스크림,113
아이스크림_아이스크림츄러스,189
아이스크림_아임베리파인 요거트아이스크림,134
아이스크림_아츄 아이스크림,173
아이스크림_알폰소 망고 아이스크림,215
아이스크림_애플 민트 아이스크림,164
아이스크림_에스프레소 앤 크림 아이스크림,178
아이스크림_연유꿀자몽플라츠 요거트아이스크림,130
아이스크림_연유베리플라츠 요거트아이스크림,136
아이스크림_오레오 아츄,345
아이스크림_오레오 쿠키 앤 크림치즈 아이스크림,265
아이스크림_와이키키망고비치 요거트아이스크림,144
아이스크림_요거트아이스크림,123
아이스크림_요아정 아이스크림,123
아이스크림_월넛 아이스크림,240
아이스크림_인절미 아츄,298
아이스크림_인절미 아이스크림,159
아이스크림_찰떡이구마 아이스크림,210
아이스크림_청포도 아이스크림,146
아이스크림_초코 아몬드 봉봉 아이스크림,268
아이스크림_초코 퐁당 쿠키런 아이스크림,280
아이스크림_초코넛 마카다미아 아이스크림,235
아이스크림_초코 아이스크림,152
아이스크림_초코 아이스크림,165
아이스크림_초코 아이스크림,350
아이스크림_초코아츄 아이스크림,201
아이스크림_초코야 민트해 아이스크림,283
아이스크림_초콜릿 칩 아이스크림,233
아이스크림_춘식이가 반할수박에 아이스크림,143
아이스크림_치즈케이크마카롱판타지 요거트아이스크림,222
아이스크림_카라멜 아이스크림,387
아이스크림_캠핑 앤 스모어 아이스크림,244
아이스크림_컬러후레이크 아이스크림,398
아이스크림_코코넛허니시트러스 요거트아이스크림,141
아이스크림_콘 아이스크림,323
아이스크림_쿠키 아이스크림,187
아이스크림_투둠초콜릿 프레첼 아이스크림,237
아이스크림_파핑파핑 바나나 아이스크림,205
아이스크림_팝핑 스타 라이즈 아이스크림,210
아이스크림_퐁스크림,175
아이스크림_프��츠 커피 아이스크림,227
아이스크림_피나콜라다 아이스크림,173
아이스크림_피치 요거트 아이스크림,192
아이스크림_하루한번하늘 그릭요거트,247
아이스크림_흑당 아이스크림,162
아이스크림_흑당아츄 아이스크림,202
요구르트(액상)_그래놀라 요거트,61
요구르트(액상)_그릭요거트,144
요구르트(액상)_딸기요거트,75
요구르트(액상)_마시는요거트 딸기,150
요구르트(액상)_마시는요거트 블루베리,154
요구르트(액상)_마시는요거트 플레인,126
요구르트(액상)_망고 요구르트+화이트펄 (J),44
요구르트(액상)_망고 요구르트+화이트펄 (L),44
요구르트(액상)_망고요거트,72
요구르트(액상)_망고요구르트 (J),36
요구르트(액상)_망고요구르트 (L),36
요구르트(액상)_블루베리 요거트 병음료,82
요구르트(액상)_블루베리 요거트,96
요구르트(액상)_자몽요구르트 (J),31
요구르트(액상)_자몽요구르트 (L),31
요구르트(액상)_치아씨드 요거트 병음료,76
요구르트(액상)_플레인요거트,62
요구르트(호상)_그릭요거 망고놀라,93
요구르트(호상)_오가닉 프로틴 그릭 요거트 & 그래놀라,205
요구르트(호상)_플레인그릭요거트,135
요구르트(호상)_허니바나나그릭요거트,154
우유_스팀 우유 (Tall),61
우유_우유 (Tall),68
치즈_블루베리 크림치즈,273
치즈_초코청크 크림치즈,301
치즈_플레인 크림치즈,284
치즈_허브갈릭 크림치즈,279
과ㆍ채주스_22수박 주스 (L),48
과ㆍ채주스_22수박 주스 (Max),48
과ㆍ채주스_22수박 주스 (R),48
과ㆍ채주스_Oh 자몽 핫(HOT) (R),69
과ㆍ채주스_건강주스 자몽미모,62
과ㆍ채주스_골드키위 주스,58
과ㆍ채주스_그린 데이즈,30
과ㆍ채주스_그린 클렌즈,19
과ㆍ채주스_기운내라임 병음료,47
과ㆍ채주스_깔라망코 주스 (L),41
과ㆍ채주스_깔라망코 주스 (R),42
과ㆍ채주스_놀라운망고,32
과ㆍ채주스_놀라운청포도,32
과ㆍ채주스_놀라운패션후르츠,31
과ㆍ채주스_당근사과 주스,36
과ㆍ채주스_더 건강한 스트로베리 주스,55
과ㆍ채주스_딸기 생과일주스,42
과ㆍ채주스_딸기 주스,43
과ㆍ채주스_딸기 주스,36
과ㆍ채주스_딸기바나나 주스,41
과ㆍ채주스_딸기바나나,59
과ㆍ채주스_딸기 주스 (L),50
과ㆍ채주스_딸기 주스 (R),47
과ㆍ채주스_딸기 주스 병음료,58
과ㆍ채주스_딸기 주스,27
과ㆍ채주스_딸기 주스,63
과ㆍ채주스_딸기 주스,43
과ㆍ채주스_딸기 주스,51
과ㆍ채주스_딸기 주스,90
과ㆍ채주스_딸기 주스,81
과ㆍ채주스_레드클렌즈,28
과ㆍ채주스_루트클렌즈,29
과ㆍ채주스_리얼 사과 주스,46
과ㆍ채주스_리얼 수박 주스,18
과ㆍ채주스_리얼 수박 주스,45
과ㆍ채주스_리얼 캐롯플 주스,40
과ㆍ채주스_리얼 토마토 주스,42
과ㆍ채주스_리얼 홍시 주스,116
과ㆍ채주스_리얼수박 주스,73
과ㆍ채주스_리얼수박 주스,31
과ㆍ채주스_망고 주스 (J),27
과ㆍ채주스_망고 주스 (L),27
과ㆍ채주스_망고 주스,45
과ㆍ채주스_망고바나나,67
과ㆍ채주스_망고 주스 병음료,62
과ㆍ채주스_망고 주스,29
과ㆍ채주스_밀싹 케일 주스,29
과ㆍ채주스_밀싹케일 주스,32
과ㆍ채주스_바나나 생과일 주스,59
과ㆍ채주스_바나나 주스 (L),73
과ㆍ채주스_바나나 주스 (R),70
과ㆍ채주스_배 주스 (L),52
과ㆍ채주스_배 주스 (Max),51
과ㆍ채주스_배 주스 (R),52
과ㆍ채주스_베리&바나나 주스,41
과ㆍ채주스_블랙베리 주스,34
과ㆍ채주스_비타민주스 딸기,54
과ㆍ채주스_비타민주스 파인애플,43
과ㆍ채주스_비트 사과 주스,31
과ㆍ채주스_비트파인애플 주스,34
과ㆍ채주스_사과 비트 착즙 주스,35
과ㆍ채주스_생과일 수박 주스,33
과ㆍ채주스_생과일 토마토 주스,31
과ㆍ채주스_수박 주스,50
과ㆍ채주스_수박머스캣 소다,66
과ㆍ채주스_수박 주스,25
과ㆍ채주스_수박 주스,29
과ㆍ채주스_수박파인 펀치,73
과ㆍ채주스_스트로베리 주스,53
과ㆍ채주스_스트로베리 주스,32
과ㆍ채주스_애플망고 주스 (L),34
과ㆍ채주스_옐로우 클렌즈,29
과ㆍ채주스_옐로우 펀치,30
과ㆍ채주스_오곡바나나 주스,68
과ㆍ채주스_오렌지 당근 착즙 주스,34
과ㆍ채주스_오렌지 썸머,27
과ㆍ채주스_오렌지 자몽 주스,27
과ㆍ채주스_오렌지 주스 (R),34
과ㆍ채주스_오렌지 후레쉬 주스,20
과ㆍ채주스_오렌지 주스 (L),49
과ㆍ채주스_오렌지 주스 (R),46
과ㆍ채주스_오리지널 깔라만시 (L),24
과ㆍ채주스_오리지널 깔라만시 (R),23
과ㆍ채주스_완전딸기 주스,36
과ㆍ채주스_완전망고 주스,39
과ㆍ채주스_완전블루베리 주스,40
과ㆍ채주스_완전성주참외 주스,38
과ㆍ채주스_완전수박 주스,40
과ㆍ채주스_완전토마토 주스,29
과ㆍ채주스_자몽 주스 (J),13
과ㆍ채주스_자몽 주스 (L),14
과ㆍ채주스_자몽 주스 (R),33
과ㆍ채주스_자몽 후레쉬 주스,21
과ㆍ채주스_청포도케일 착즙 주스,36
과ㆍ채주스_초코바나나 주스,62
과ㆍ채주스_초코바나나,63
과ㆍ채주스_키위 생과일 주스,53
과ㆍ채주스_키위 주스 (R),43
과ㆍ채주스_키위 주스 (R),60
과ㆍ채주스_키위 주스,41
과ㆍ채주스_키위 주스,55
과ㆍ채주스_키위 쥬스 (L),45
과ㆍ채주스_키위 쥬스 (R),43
과ㆍ채주스_토마토 생과일 주스,22
과ㆍ채주스_토마토 주스 (R),37
과ㆍ채주스_토마토 주스,24
과ㆍ채주스_토마토 주스,21
과ㆍ채주스_토마토 주스 병음료,37
과ㆍ채주스_토마토 쥬스 (L),27
과ㆍ채주스_토마토 쥬스 (R),27
과ㆍ채주스_파이팅 청귤 병음료,50
과ㆍ채주스_파인 자몽 주스,25
과ㆍ채주스_파인애플 주스,37
과ㆍ채주스_한라봉주스 병음료,41
과ㆍ채주스_한방에 쭉 감당 병음료,53
과ㆍ채주스_햇사과 주스 병음료,59
과ㆍ채주스_홍시 주스 (R),46
과ㆍ채주스_홍시 주스,57
과ㆍ채주스_딸기 바나나 주스,68
과ㆍ채주스_딸기 주스,34
과ㆍ채주스_딸기 주스 (L),35
과ㆍ채주스_딸기 주스 (ML),39
과ㆍ채주스_딸기 토마토 주스,54
과ㆍ채주스_딸기 주스,36
과ㆍ채주스_딸기 주스 (R),54
과ㆍ채주스_딸기 쥬스,49
과ㆍ채주스_리얼 수박 주스,36
과ㆍ채주스_망고 딸기 주스,72
과ㆍ채주스_망고 주스,94
과ㆍ채주스_망고 주스 (L),35
과ㆍ채주스_망고 주스 (ML),39
과ㆍ채주스_망고 주스,56
과ㆍ채주스_망고 주스 (R),56
과ㆍ채주스_망플단 망고/파인애플/단호박,28
과ㆍ채주스_바나나 주스,61
과ㆍ채주스_블루베리 주스 (L),32
과ㆍ채주스_블루베리 주스 (ML),35
과ㆍ채주스_비타민 클린 주스 레몬밀싹,33
과ㆍ채주스_비타민 클린 주스 사과당근,27
과ㆍ채주스_비타민 클린 주스 진저파인,27
과ㆍ채주스_사딸비 사과/딸기/비트,29
과ㆍ채주스_수박 주스,21
과ㆍ채주스_수박 주스 (L),25
과ㆍ채주스_수박 주스 (ML),24
과ㆍ채주스_수박 생과일 쥬스,32
과ㆍ채주스_오렌지 주스 (L),41
과ㆍ채주스_오렌지 주스 (ML),45
과ㆍ채주스_오사당 오렌지/사과/당근,29
과ㆍ채주스_자몽 주스,24
과ㆍ채주스_자몽 주스 (L),34
과ㆍ채주스_자몽 주스 (ML),37
과ㆍ채주스_자몽 주스 (R),26
과ㆍ채주스_제주 한라봉 주스,32
과ㆍ채주스_찐수박 100 리얼 수박,20
과ㆍ채주스_청포도 주스 (L),30
과ㆍ채주스_청포도 주스 (ML),28
과ㆍ채주스_케일 캐롯 주스,33
과ㆍ채주스_키위 주스 (L),32
과ㆍ채주스_키위 주스 (ML),30
과ㆍ채주스_키위 주스,32
과ㆍ채주스_키위 주스,35
과ㆍ채주스_키위 주스 (R),92
과ㆍ채주스_토마토 생과일 쥬스,18
과ㆍ채주스_토마토 주스,21
과ㆍ채주스_파인애플 주스,25
과ㆍ채주스_포블마 포도/블루베리/고구마,32
과ㆍ채주스_한라봉 주스 (R),45
과ㆍ채주스_홍시 주스 (L),35
과ㆍ채주스_홍시 주스 (ML),39
과ㆍ채주스_홍시 쥬스,30
귤차_제주 청귤 그린티 아이스(ICED),184
귤차_제주 한라봉감귤차 아이스(ICED),56
귤차_제주 한라봉감귤차 핫(HOT),56
귤차_제주청귤 블라썸 핫(HOT),49
귤차_제주청귤 오리지널 핫(HOT),53
귤차_제주청귤차,35
귤차_제주청귤티 아이스(ICED),37
귤차_제주청귤티 핫(HOT),48
귤차_청귤티 아이스(ICED),56
귤차_청귤티 핫(HOT),36
귤차_청귤블랙티 아이스(ICED) (L),25
귤차_청귤블랙티 아이스(ICED) (M),27
귤차_청귤블랙티 핫(HOT) (L),25
귤차_청귤블랙티 핫(HOT) (M),27
귤차_청귤차 아이스(ICED) (L),25
귤차_청귤차 아이스(ICED) (M),27
귤차_청귤차 핫(HOT) (L),25
귤차_청귤차 핫(HOT) (M),27
기타음료_라임 모히또,39
기타음료_레드 파워 스매셔 (Grande),78
기타음료_스타벅스 슬래머 (Grande),50
기타음료_미초 아이스(ICED),25
기타음료_자몽 모히또,38
기타음료_청포도 모히또,39
기타음료_청포도플라워 아이스(ICED),40
기타음료_논알콜 하이볼,38
기타음료_인크레드불 화이트 아이스(ICED),34
기타차_골든펄 딸기 캐모마일티,39
기타차_골든펄 망고 패션프룻 그린티,45
기타차_깔라만시,32
기타차_깔라만시티 핫(HOT),66
기타차_깔라봉 차 (L),45
기타차_깔라봉 차 (R),47
기타차_딸기티 아이스(ICED),82
기타차_딸기티 핫(HOT),82
기타차_라임티 아이스(ICED),25
기타차_라임티 핫(HOT),25
기타차_삼라봉티 아이스(ICED),43
기타차_삼라봉티 핫(HOT),61
기타차_상그리아티 아이스(ICED),44
기타차_상그리아티 핫(HOT),44
기타차_샤인머스캣 티플레저,29
기타차_석류 오리지널 핫(HOT),43
기타차_스위트 피치 아이스(ICED),46
기타차_스트로베리 릴렉싱티,133
기타차_유스베리 로즈티 브리즈 아이스(ICED) (Grande),25
기타차_유스베리 로즈티 브리즈 핫(HOT) (Grande),35
기타차_자몽 그린티 (J),12
기타차_자몽 그린티 (L),12
기타차_제주 그린티 브리즈 (Grande),47
기타차_제주 키위 오션 그린티 (Grande),41
기타차_제주당근오렌지티플레저 아이스(ICED),38
기타차_청포도 그린티 (J),29
기타차_청포도 그린티 (L),29
기타차_청포도 그린티+알로에 (J),35
기타차_청포도 그린티+알로에 (L),35
기타차_카페오르조,10
기타차_트로피컬망고 아이스(ICED),43
기타차_패션 프룻 히비스커스 (J),22
기타차_패션 프룻 히비스커스 (L),22
기타차_폼폼 민트티 (Grande),44
기타차_폼폼 유스베리티 (Grande),44
기타차_피치우롱스위티 아이스(ICED),25
기타차_피치우롱스위티 핫(HOT),41
기타차_한라봉차,51
기타차_딸기오렌지바나나 (L),1
기타차_딸기오렌지바나나 (M),1
기타차_딸기차 아이스(ICED) (L),32
기타차_딸기차 아이스(ICED) (M),32
기타차_딸기차 핫(HOT) (L),32
기타차_딸기차 핫(HOT) (M),32
기타차_레몬&오렌지홍차티 아이스(ICED),1
기타차_레몬&오렌지홍차티 핫(HOT),2
기타차_레몬진저 캐모마일 아이스(ICED),21
기타차_레몬진저 캐모마일 핫(HOT),21
기타차_레몬페퍼민트티 아이스(ICED),25
기타차_레몬페퍼민트티 핫(HOT),33
기타차_레몬허니블랙티 아이스(ICED),34
기타차_레몬허니블랙티 핫(HOT),44
기타차_루이보스 바닐라티 아이스(ICED),0
기타차_루이보스 바닐라티 핫(HOT),0
기타차_리치 캐모마일티 아이스(ICED) (L),28
기타차_리치 캐모마일티 아이스(ICED) (ML),37
기타차_리치 캐모마일티 핫(HOT) (ML),45
기타차_매실차 아이스(ICED) (L),30
기타차_매실차 아이스(ICED) (M),29
기타차_매실차 핫(HOT) (L),30
기타차_매실차 핫(HOT) (M),29
기타차_배도라지차 아이스(ICED),41
기타차_배도라지차 핫(HOT),53
기타차_베리 히비스커스 아이스(ICED),2
기타차_베리 히비스커스 핫(HOT),2
기타차_샹그리아 프루티 아이스(ICED),38
기타차_샹그리아 프루티 핫(HOT),44
기타차_스노우코코 아이스(ICED) (L),0
기타차_스노우코코 아이스(ICED) (M),0
기타차_스노우코코 핫(HOT) (L),0
기타차_스노우코코 핫(HOT) (M),0
기타차_스트로베리 프룻티,44
기타차_슬림 딸기 레몬 캐모마일티,0
기타차_슬림 망고 레몬 캐모마일티,0
기타차_슬림 망고 리치 히비스커스티,0
기타차_슬림 청포도 레몬 캐모마일티,0
기타차_슬림 청포도 리치 히비스커스티,0
기타차_엘더베리 아이스(ICED),0
기타차_엘더베리 핫(HOT),0
기타차_유자 엘더베리 아이스(ICED),41
기타차_유자 엘더베리 핫(HOT),41
기타차_인디안 차이티 아이스(ICED),0
기타차_인디안 차이티 핫(HOT),0
기타차_자몽 블랙 프룻티,37
기타차_자몽 얼그레이티 아이스(ICED),53
기타차_자몽히비스커스티 아이스(ICED),19
기타차_자몽히비스커스티 핫(HOT),25
기타차_작설차,1
기타차_제주 한라봉 블랙티 아이스(ICED),41
기타차_체리 히비스커스티 아이스(ICED) (L),24
기타차_체리 히비스커스티 아이스(ICED) (ML),21
기타차_체리 히비스커스티 핫(HOT) (ML),25
기타차_체리석류 (L),3
기타차_체리석류 (M),2
기타차_캐모마일리치티 아이스(ICED),28
기타차_캐모마일리치티 핫(HOT),36
기타차_피치망고 (L),1
기타차_피치망고 (M),1
기타차_핑크 리치 프룻티,51
기타차_하동매실피치티 아이스(ICED),41
기타차_하동매실피치티 핫(HOT),53
기타차_한라봉티 아이스(ICED),55
기타차_한라봉티 핫(HOT),45
기타차_한라봉차 (L),35
기타차_한라봉차 (R),45
기타차_허니 캐모마일 아이스(ICED),1
기타차_허니 캐모마일 핫(HOT),1
기타차_화이트 템플티 아이스(ICED),0
기타차_화이트 템플티 핫(HOT),0
기타차_히비스커스 유자티 아이스(ICED),38
기타차_히비스커스 유자티 핫(HOT),48
꿀차_꿀과실차 대추,22
꿀차_꿀과실차 레몬,21
꿀차_꿀과실차 모과,22
꿀차_꿀과실차 생강,23
꿀차_꿀과실차 유자,21
꿀차_꿀과실차 자몽,22
녹차_그린티 아이스(ICED),0
녹차_그린티,0
녹차_녹차 아이스(ICED),0
녹차_녹차 아이스(ICED),0
녹차_녹차 아이스(ICED),0
녹차_녹차 핫(HOT),0
녹차_녹차 핫(HOT),1
녹차_녹차 핫(HOT),0
녹차_녹차,0
녹차_자스민 그린티 아이스(ICED) (J),2
녹차_자스민 그린티 아이스(ICED) (L),2
녹차_자스민 그린티 핫(HOT) (J),2
녹차_자스민 그린티 핫(HOT) (L),2
녹차_제주 유기 녹차 아이스(ICED) (Tall),0
녹차_제주 유기 녹차 핫(HOT) (Tall),0
녹차_제주유기농녹차 아이스(ICED) (L),1
녹차_제주유기농녹차 핫(HOT) (L),0
녹차_프레시그린티 아이스(ICED),1
녹차_프레시그린티 핫(HOT),1
녹차_프루티 하동 아이스(ICED) (L),1
녹차_프루티 하동 핫(HOT) (L),1
녹차_해남 녹차 아이스(ICED),1
녹차_해남 녹차 핫(HOT),1
녹차_그린티 아이스(ICED) (R),2
녹차_그린티 핫(HOT) (R),1
녹차_자스민 그린티 아이스(ICED),4
녹차_자스민 그린티 핫(HOT),6
녹차_하동 녹차 아이스(ICED),0
녹차_하동 녹차 핫(HOT),0
대추차_사과 대추차,30
대추차_대추차 아이스(ICED) (L),53
대추차_대추차 아이스(ICED) (M),56
대추차_대추차 핫(HOT) (L),53
대추차_대추차 핫(HOT) (M),56
라떼_검은콩 라떼 아이스(ICED),56
라떼_검은콩 라떼 핫(HOT),63
라떼_고구마 라떼 아이스(ICED) (L),77
라떼_고구마 라떼 아이스(ICED) (R),75
라떼_고구마 라떼 아이스(ICED),54
라떼_고구마 라떼 아이스(ICED),79
라떼_고구마 라떼 아이스(ICED),77
라떼_고구마 라떼 아이스(ICED),61
라떼_고구마 라떼 아이스(ICED),81
라떼_고구마 라떼 핫(HOT) (L),105
라떼_고구마 라떼 핫(HOT) (R),103
라떼_고구마 라떼 핫(HOT),72
라떼_고구마 라떼 핫(HOT),79
라떼_고구마 라떼 핫(HOT),80
라떼_고구마 라떼 핫(HOT),88
라떼_고구마 라떼 아이스(ICED) (R),71
라떼_고구마 라떼 아이스(ICED) (L),73
라떼_고구마 라떼 아이스(ICED) (L),78
라떼_고구마 라떼 아이스(ICED) (R),52
라떼_고구마 라떼 아이스(ICED),42
라떼_고구마 라떼 아이스(ICED),58
라떼_고구마 라떼 핫(HOT) (L),118
라떼_고구마 라떼 핫(HOT) (L),88
라떼_고구마 라떼 핫(HOT) (R),109
라떼_고구마 라떼 핫(HOT) (R),92
라떼_고구마 라떼 핫(HOT),53
라떼_고구마 라떼 핫(HOT),61
라떼_고구마 라떼,74
라떼_곡물 라떼 아이스(ICED),66
라떼_곡물 라떼 핫(HOT),66
라떼_곶감 라떼 아이스(ICED),48
라떼_곶감 라떼 핫(HOT),52
라떼_군고구마 라떼 핫(HOT),121
라떼_군고구마 라떼 아이스(ICED),97
라떼_귀리 미숫가루 라떼,73
라떼_그린 라떼 아이스(ICED),54
라떼_그린 라떼,90
라떼_그린민트 초콜릿 아이스(ICED),88
라떼_그린민트 초콜릿 핫(HOT),140
라떼_그린애플 요거트 라떼,51
라떼_그린티 라떼 아이스(ICED) (L),66
라떼_그린티 라떼 아이스(ICED) (R),57
라떼_그린티 라떼 아이스(ICED),66
라떼_그린티 라떼 아이스(ICED),52
라떼_그린티 라떼 아이스(ICED),64
라떼_그린티 라떼 핫(HOT) (L),98
라떼_그린티 라떼 핫(HOT) (R),98
라떼_그린티 라떼 핫(HOT),93
라떼_그린티 라떼 핫(HOT),67
라떼_그린티 라떼 핫(HOT),78
라떼_그린티 라떼 아이스(ICED) (L),63
라떼_그린티 라떼 아이스(ICED) (L),66
라떼_그린티 라떼 아이스(ICED) (Max),62
라떼_그린티 라떼 아이스(ICED) (R),56
라떼_그린티 라떼 아이스(ICED) (R),58
라떼_그린티 라떼 아이스(ICED),59
라떼_그린티 라떼 아이스(ICED),56
라떼_그린티 라떼 핫(HOT) (L),71
라떼_그린티 라떼 핫(HOT) (R),77
라떼_그린티 라떼 핫(HOT),65
라떼_그린티 라떼 핫(HOT),73
라떼_꿀 딸기 라떼,49
라떼_꿀 망고 라떼,57
라떼_꿀 복숭아 라떼,54
라떼_꿀 자몽 라떼,66
라떼_꿀호떡 in절미 라떼,70
라떼_꿀호떡 in절미 크림라떼,82
라떼_꿀호떡 밀크폼 버블라떼,57
라떼_낭만 달고나 라떼 아이스(ICED),102
라떼_낭만 달고나 라떼 핫(HOT),110
라떼_녹차 라떼 아이스(ICED) (EX),52
라떼_녹차 라떼 아이스(ICED),45
라떼_녹차 라떼 아이스(ICED),48
라떼_녹차 라떼 핫(HOT) (EX),72
라떼_녹차 라떼 핫(HOT),58
라떼_녹차 라떼 핫(HOT),51
라떼_녹차 라떼 아이스(ICED),49
라떼_녹차 라떼 아이스(ICED),60
라떼_녹차 라떼 핫(HOT) (L),95
라떼_녹차 라떼 핫(HOT) (R),93
라떼_녹차 라떼 핫(HOT),47
라떼_녹차 라떼 핫(HOT),120
라떼_녹차 라떼,57
라떼_다크 쇼콜라 아이스(ICED),77
라떼_다크 쇼콜라 핫(HOT),101
라떼_다크초코 라떼 아이스(ICED),56
라떼_다크초코 라떼 핫(HOT),72
라떼_단호박 라떼 아이스(ICED),54
라떼_단호박 라떼 핫(HOT),58
라떼_달고나 크림밀크 아이스(ICED),176
라떼_달고나 라떼 아이스(ICED),64
라떼_달고나 라떼 핫(HOT),67
라떼_달콤 구름 라떼,44
라떼_더블 토피넛 라떼 아이스(ICED),113
라떼_더블 토피넛 라떼 핫(HOT),123
라떼_도넛파티 라떼,181
라떼_딸기 (L),61
라떼_딸기 (R),56
라떼_딸기 그린티 라떼,60
라떼_딸기 듬뿍 라떼,181
라떼_딸기 라떼 (R),71
라떼_딸기 초코 라떼,80
라떼_딸기 라떼 아이스(ICED),62
라떼_딸기 라떼 아이스(ICED),56
라떼_딸기 라떼 아이스(ICED),50
라떼_딸기 라떼,48
라떼_딸기 라떼,65
라떼_레드벨벳 라떼 아이스(ICED),57
라떼_레드벨벳 라떼 핫(HOT),82
라떼_로얄 밀크티 라떼 아이스(ICED),43
라떼_로얄 밀크티 라떼 핫(HOT),39
라떼_리얼 단호박 라떼,68
라떼_리얼 홍시라떼,96
라떼_리얼프리미엄 모카 (L),168
라떼_리얼프리미엄 모카 (R),169
라떼_리얼프리미엄 바닐라 (L),143
라떼_리얼프리미엄 바닐라 (R),139
라떼_리얼프리미엄 초코 (L),159
라떼_리얼프리미엄 초코 (R),159
라떼_마카롱파티 라떼,229
라떼_말차베리 라떼,75
라떼_망고라떼,49
라떼_머스캣 밀크티 라떼 아이스(ICED) (L),46
라떼_머스캣 밀크티 라떼 아이스(ICED) (R),46
라떼_머스캣 밀크티 라떼 핫(HOT) (L),67
라떼_머스캣 밀크티 라떼 핫(HOT) (R),67
라떼_메가초코 라떼 아이스(ICED),67
라떼_메가초코 라떼 핫(HOT),86
라떼_민트 초콜릿 라떼 아이스(ICED),65
라떼_민트 초콜릿 라떼 핫(HOT),84
라떼_민트 초콜릿 아이스(ICED),74
라떼_민트 초콜릿 핫(HOT),80
라떼_민트초코 라떼 아이스(ICED) (L),84
라떼_민트초코 라떼 아이스(ICED) (R),74
라떼_민트초코 라떼 핫(HOT) (L),118
라떼_민트초코 라떼 핫(HOT) (R),132
라떼_민트초코 아이스(ICED),89
라떼_민트초코 핫(HOT),118
라떼_민트초코 라떼 아이스(ICED),71
라떼_민트초코 라떼 아이스(ICED),109
라떼_민트초코 라떼 아이스(ICED),70
라떼_민트초코 라떼 핫(HOT),127
라떼_민트초코 라떼 핫(HOT),84
라떼_민트초코 라떼 핫(HOT),77
라떼_민트초콜릿 아이스(ICED),84
라떼_민트초콜릿 핫(HOT),90
라떼_민트크림초코 라떼 아이스(ICED),60
라떼_민트크림초코 라떼 핫(HOT),67
라떼_민트크림초코,67
라떼_밀크티 라떼 아이스(ICED),66
라떼_밀크티 버블 라떼 (L),67
라떼_밀크티 브라운 슈가 버블 라떼 (R),80
라떼_밀크티 라떼 아이스(ICED),56
라떼_밀크티 라떼 핫(HOT),90
라떼_밀크티 라떼 핫(HOT),72
라떼_밀크티,61
라떼_밀크폼 그린티 버블 라떼,64
라떼_밀크폼 단호박 라떼,52
라떼_밀크폼 달고나 버블 라떼,83
라떼_밀크폼 달고나 카페 버블 라떼,70
라떼_밀크폼 쑥 버블 라떼,63
라떼_밀크폼 쑥임자 버블 라떼,72
라떼_밀크폼 자색고구마 라떼,73
라떼_밀크폼 초코 버블 라떼,63
라떼_밀크폼 홍시 라떼,101
라떼_밀크폼 흑임자 버블 라떼,70
라떼_밤 라떼 아이스(ICED),58
라떼_밤 라떼 핫(HOT),62
라떼_버블흑당 라떼,64
라떼_블랙 슈가 밀크,65
